respondentid,seen_bool,fan_bool,seen_1,seen_2,seen_3,seen_4,seen_5,seen_6,ranking_1,ranking_2,ranking_3,ranking_4,ranking_5,ranking_6,expanded_universe_aware,expanded_universe_fan,star_trek_fan,gender,age,household_income,education,location
3288482369.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,True,True,True,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Mountain
3288479368.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,False,,False,Female,45-60,,Bachelor degree,South Atlantic
3288479074.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$0 - $24,999",Some college or Associate degree,South Atlantic
3288477753.0,True,False,True,False,True,False,False,False,1.0,5.0,2.0,6.0,4.0,3.0,False,,False,Male,45-60,"$100,000 - $149,999",Bachelor degree,West South Central
3288476971.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,2.0,1.0,3.0,False,,True,Female,30-44,"$50,000 - $99,999",Graduate degree,West North Central
3288472373.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$0 - $24,999",Some college or Associate degree,Pacific
3288471192.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,45-60,,Bachelor degree,New England
3288469670.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,,High school degree,Middle Atlantic
3288469047.0,True,False,True,False,True,False,True,True,4.0,5.0,1.0,6.0,2.0,3.0,True,True,False,Male,> 60,"$50,000 - $99,999",Graduate degree,West North Central
3288460192.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288459190.0,True,False,False,False,False,False,True,True,1.0,4.0,5.0,6.0,2.0,3.0,False,,False,Female,18-29,,Graduate degree,West South Central
3288458873.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288456946.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Female,45-60,,Graduate degree,Middle Atlantic
3288455900.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288453555.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Male,> 60,"$50,000 - $99,999",Graduate degree,Middle Atlantic
3288446700.0,True,False,True,False,False,False,True,True,3.0,5.0,6.0,4.0,1.0,2.0,False,,True,Male,45-60,"$150,000+",Graduate degree,New England
3288446529.0,True,True,True,True,True,False,True,True,4.0,5.0,3.0,6.0,1.0,2.0,True,False,True,Male,> 60,"$50,000 - $99,999",Bachelor degree,West North Central
3288445926.0,True,False,True,True,True,True,True,True,6.0,4.0,5.0,3.0,1.0,2.0,False,,False,Female,45-60,"$50,000 - $99,999",High school degree,West South Central
3288444784.0,True,True,False,True,True,False,True,True,5.0,3.0,4.0,6.0,1.0,2.0,False,,True,Male,> 60,,Graduate degree,Pacific
3288442728.0,True,True,True,True,True,True,True,True,3.0,2.0,1.0,5.0,4.0,6.0,False,,True,Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central
3288436226.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,,Bachelor degree,Middle Atlantic
3288432395.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,West South Central
3288429451.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,2.0,3.0,True,True,True,Female,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
3288429390.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,30-44,"$50,000 - $99,999",Bachelor degree,West South Central
3288429092.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,1.0,2.0,3.0,False,,True,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3288428243.0,True,True,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Female,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
3288425859.0,True,False,True,True,True,True,True,True,3.0,4.0,5.0,6.0,2.0,1.0,False,,False,Female,30-44,"$50,000 - $99,999",Graduate degree,Middle Atlantic
3288423088.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,45-60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3288423045.0,True,False,False,False,False,False,True,True,2.0,3.0,4.0,5.0,1.0,6.0,False,,False,Female,45-60,"$0 - $24,999",Bachelor degree,Pacific
3288421819.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$0 - $24,999",Some college or Associate degree,West South Central
3288420798.0,True,False,True,False,True,False,False,True,3.0,4.0,2.0,5.0,6.0,1.0,False,,False,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific
3288417782.0,True,False,True,True,True,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,,,,,
3288417641.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Female,18-29,"$25,000 - $49,999",Graduate degree,South Atlantic
3288416959.0,True,False,False,False,False,True,True,True,5.0,6.0,2.0,1.0,4.0,3.0,True,False,False,Female,> 60,,Bachelor degree,New England
3288415166.0,True,False,True,True,True,False,True,True,5.0,4.0,3.0,6.0,1.0,2.0,False,,False,Male,45-60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3288414025.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,3.0,1.0,2.0,False,,True,Female,30-44,"$50,000 - $99,999",Bachelor degree,Mountain
3288413441.0,True,True,True,True,True,True,True,True,6.0,5.0,1.0,4.0,3.0,2.0,False,,False,Female,18-29,"$150,000+",Some college or Associate degree,South Atlantic
3288410348.0,True,False,True,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,True,False,False,Female,30-44,,Graduate degree,East North Central
3288410073.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$150,000+",Graduate degree,East North Central
3288408698.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,False,,True,Male,45-60,"$25,000 - $49,999",Bachelor degree,South Atlantic
3288402717.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,,Graduate degree,East North Central
3288402643.0,True,True,True,True,True,True,True,True,6.0,2.0,1.0,5.0,3.0,4.0,True,True,True,Female,> 60,"$25,000 - $49,999",Bachelor degree,Mountain
3288402592.0,True,True,False,False,False,True,True,True,2.0,3.0,4.0,1.0,6.0,5.0,True,False,True,Female,> 60,,High school degree,Pacific
3288402511.0,True,True,True,True,True,True,True,True,5.0,3.0,6.0,4.0,2.0,1.0,False,,True,Female,30-44,,Bachelor degree,Middle Atlantic
3288401681.0,True,False,True,True,True,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,True,Female,> 60,,Some college or Associate degree,West North Central
3288401136.0,True,True,True,True,True,True,True,True,1.0,3.0,4.0,6.0,2.0,5.0,True,False,True,Female,45-60,"$50,000 - $99,999",Graduate degree,West South Central
3288398062.0,True,False,True,True,False,False,False,False,2.0,1.0,3.0,4.0,5.0,6.0,False,,False,Female,45-60,"$0 - $24,999",High school degree,Middle Atlantic
3288396374.0,True,False,True,True,True,False,True,True,1.0,2.0,3.0,4.0,5.0,6.0,False,,True,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3288395255.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,,Less than high school degree,West North Central
3288391812.0,True,True,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,True,Female,45-60,"$0 - $24,999",Some college or Associate degree,West North Central
3288389603.0,True,True,True,True,True,True,True,True,3.0,4.0,5.0,2.0,1.0,6.0,False,,False,Female,45-60,"$0 - $24,999",Some college or Associate degree,Pacific
3288388730.0,True,True,True,True,True,True,True,True,5.0,4.0,6.0,3.0,2.0,1.0,False,,True,Female,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
3288378779.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,2.0,3.0,1.0,False,,True,Female,30-44,"$50,000 - $99,999",Bachelor degree,Mountain
3288375286.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3288373068.0,True,True,True,True,True,True,True,True,4.0,3.0,6.0,5.0,2.0,1.0,False,,True,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,East North Central
3288372923.0,True,False,True,True,False,False,True,True,6.0,1.0,2.0,3.0,4.0,5.0,False,,False,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
